code,L1_Code,L1_Name,L2_Code,L2_Name,L3_Code,L3_Name,L4_Code,L4_Name,L5_Code,L5_Name,Description,References,Questions,Notes,,,,,,,,,,,,,,,,,
42829,40000,Public Works,42820,Transportation Facilities,42829,Other - Transportation Facilities,,,,,All other Public Works Transporation Facilities functions and actions that are not mentioned elsewhere in this document.,MA SchedA,,,,,,,,,,,,,,,,,,,
42830,,Public Works,42000,Streets and Highways,42830,Highway Construction and Rebuilding Projects,,,,,"They integrate all large scale highway construction and rebuilding projects to balance between the need to maintain the existing system while simultaneously decreasing the negative effect on the local economy.  This group plans, organizes, secures funding, and manages all major Highway Construction and Rebuilding projects to meet those goals.",,,created 11/12/2016 based on PA DCED CoA p20,,,,,,,,,,,,,,,,,
42900,40000,Public Works,42000,Streets and Highways,42900,Other - Streets and Highways,,,,,All other Public Works Street and Highway functions and actions that are not mentioned elsewhere in this document.,,"Can this parent be collapsed, and have it's children to the L3 Level.",,,,,,,,,,,,,,,,,,
42910,,Public Works,42000,Streets and Highways,42900,Other - Streets and Highways,42910,Repairs of Tools and Machinery,,,This group maintains all specialized tools and machinery necessary to maintain all aspects of the street and highway systems.,,,created 11/12/2016 based on PA DCED CoA p20,,,,,,,,,,,,,,,,,
42990,,Public Works,42000,Streets and Highways,42900,Other - Streets and Highways,42990,Miscellaneous - Other Streets and Highways,,,"All other miscellaneous actions or functions that are related to other streets and highways, but not specifically mentioned elsewhere in this document.",,,,,,,,,,,,,,,,,,,,
43000,40000,Public Works,43000,Utilities,,,,,,,"Utilities are a set of services provided by a section of the public works department and consumed by the public: electricity, natural gas, water, and sewage. Broadband internet services (both fixed-line and mobile) are increasingly being included within the definition.",https://en.wikipedia.org/wiki/Public_utility,,,,,,,,,,,,,,,,,,,
43100,40000,Public Works,43000,Utilities,43100,Wastewater Department,,,,,The Wastewater Department's primary mission is to provide the highest possible sewage treatment in the most cost-effective manner for our ratepayers.,http://www.falmouthme.org/wastewater-department,,,,,,,,,,,,,,,,,,,
43110,40000,Public Works,43000,Utilities,43100,Wastewater Department,43110,Administration - Wastewater,,,"Command and Control as well as administrative functions to support the maintenance and operation of wastewater collection, transmission, and purification infrastructure.",,,,,,,,,,,,,,,,,,,,
43120,40000,Public Works,43000,Utilities,43100,Wastewater Department,43120,Wastewater Collection,,,"Wastewater collection operators work on storage and storm sewer systems, specifically piping, pumping, and lift stations.",,,,,,,,,,,,,,,,,,,,
43121,40000,Public Works,43000,Utilities,43100,Wastewater Department,43120,Wastewater Collection,43121,Sanitary Wastewater Maintenance,"This section is responsible for the repair or replacement of broken sanitary sewer mainlines, laterals, and manholes.",https://www.nnva.gov/873/Sanitary-Sewer-Operations-Maintenance,,,,,,,,,,,,,,,,,,,
43122,40000,Public Works,43000,Utilities,43100,Wastewater Department,43120,Wastewater Collection,43122,Sanitary Wastewater Cleaning,"As a part of our preventative maintenance program, crews are assigned to clean sanitary sewer mainlines throughout the city. Preventive maintenance of these lines helps to mitigate sewerage overflows.",https://www.nnva.gov/873/Sanitary-Sewer-Operations-Maintenance,,,,,,,,,,,,,,,,,,,
43123,40000,Public Works,43000,Utilities,43100,Wastewater Department,43120,Wastewater Collection,43123,New Wastewater services,This section handles all new residence tie-ins and contractor coordination for new residential sewer connection issues.,https://www.nnva.gov/873/Sanitary-Sewer-Operations-Maintenance,,,,,,,,,,,,,,,,,,,
43129,40000,Public Works,43000,Utilities,43100,Wastewater Department,43120,Wastewater Collection,43129,Other - Wastewater Collection,All other wasterwater collection functions and actions that are not specifically described elsewhere in this document.,,,,,,,,,,,,,,,,,,,,
43130,40000,Public Works,43000,Utilities,43100,Wastewater Department,43130,Wastewater Transmission,,,Wastewater transmission operators work on transmitting wastewater from the points of collection or storage to treatment facilities and if necessary the processed effluent.,,,,,,,,,,,,,,,,,,,,
43131,40000,Public Works,43000,Utilities,43100,Wastewater Department,43130,Wastewater Transmission,43131,Wastewater Lift/Pumping Stations,"A pump station is used to lift or raise wastewater from a lower elevation to a higher elevation. It may also be used to discharge the wastewater from the property directly into a force main.  The wastewater is first collected in a well and from there, pumps lift the wastewater into higher pipe systems or into the force mains.  The force main will then convey the wastewater to other larger pump stations or directly to the treatment plants.",http://www.miamidade.gov/water/pump-stations.asp,,,,,,,,,,,,,,,,,,,
43139,40000,Public Works,43000,Utilities,43100,Wastewater Department,43130,Wastewater Transmission,43139,Other - Wastewater Transmission,All other wasterwater transmission functions and actions that are not specifically described elsewhere in this document.,,,,,,,,,,,,,,,,,,,,
43140,40000,Public Works,43000,Utilities,43100,Wastewater Department,43140,Wastewater Treatment/Sanitation,,,"Water treatment is any process that makes water more acceptable for a specific end-use. The end use may be drinking, industrial water supply, irrigation, river flow maintenance, water recreation or many other uses including being safely returned to the environment. Water treatment removes contaminants or reduces their concentration so that the water becomes fit for its desired end-use.",https://en.wikipedia.org/wiki/Water_treatment,,,,,,,,,,,,,,,,,,,
43190,40000,Public Works,43000,Utilities,43100,Wastewater Department,43190,Other - Wastewater Department,,,All other Wastewater department functions and actions that are not specifically described elsewhere in this document.,,,,,,,,,,,,,,,,,,,,
43200,40000,Public Works,43000,Utilities,43200,Stormwater Department,,,,,"The Stormwater Program focuses on both flood control and pollution abatement and employs a multi-pronged approach, utilizing education, engineering, enforcement and evaluation to ensure compliance with federal, state and local regulations and reduce the amount of stormwater pollution flowing into and through regional waterways.",http://www.lastormwater.org/about-us/program-description/,,,,,,,,,,,,,,,,,,,
43210,40000,Public Works,43000,Utilities,43200,Stormwater Department,43210,Administration - Stormwater,,,"Command and Control as well as administrative functions to support the maintenance and operation of stormwater collection, monitoring, and disposal infrastructure.",,,,,,,,,,,,,,,,,,,,
43220,40000,Public Works,43000,Utilities,43200,Stormwater Department,43220,Stormwater Collection and Disposal,,,Stormwater can become polluted as it travels across non-pourus surfaces like asphalt or concrete.  This division works to keep pollutants off these surfaces and thereby out of the water.  They also work with the City Engineer to maintain and operate areas to limit the overall impact of this type of pollution (i.e. retention ponds) while also mitigating the risk for urban flooding.,https://en.wikipedia.org/wiki/Stormwater,,,,,,,,,,,,,,,,,,,
43230,40000,Public Works,43000,Utilities,43200,Stormwater Department,43230,Stormwater Sanitation,,,"the Sanitation Districts require roofing and/or grading of open areas with exposed drains which discharge to the public sewer, so that all direct rainfall, stormwater and other runoff are conveyed to the storm sewer. This practice protects the Sanitation Districts' sewerage system from excessive hydraulic loads that can be created by stormwater runoff.  This group is also responsible for cleaning of catch basins, which work to keep garbage out of the stormwater infrastructure.",http://www.lacsd.org/wastewater/industrial_waste/iwpolicies/waterdischarges.asp,,,,,,,,,,,,,,,,,,,
